INSERT INTO `coments` (`id`, `user_id`, `body`, `film_id`, `created_at`, `updated_at`) VALUES (1, 1, 'Debitis beatae dolor tempora possimus dolor. Est molestiae sint dolore consectetur id optio et. Sit voluptas dolores non aut.', 1, '2009-02-26 16:03:25', '1997-04-18 06:08:03');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1888, 285, 228, 1, '2013-11-24 06:51:16', '1973-06-14 20:24:21');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1889, 132, 170, 1, '1998-07-13 19:17:31', '1999-01-30 19:08:53');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1890, 257, 26, 2, '2015-06-10 04:00:10', '1970-12-19 06:50:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1891, 57, 272, 2, '1980-06-14 10:18:40', '1980-08-13 21:43:23');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1892, 90, 186, 2, '2008-10-21 20:59:01', '2004-08-22 06:20:35');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1893, 172, 272, 1, '2004-06-04 18:01:40', '2001-02-01 22:12:53');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1894, 16, 110, 1, '1974-06-13 04:55:40', '1989-09-03 16:17:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1895, 266, 206, 1, '1974-05-23 11:25:46', '1976-01-09 00:05:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1896, 205, 296, 1, '2005-01-22 20:18:43', '2001-04-02 11:56:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1897, 281, 190, 2, '2003-06-02 12:11:48', '1989-08-02 00:23:01');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1898, 124, 103, 3, '2014-08-17 17:53:31', '2002-09-02 04:23:58');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1899, 161, 73, 1, '2005-09-11 19:55:25', '2017-12-12 06:51:06');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1900, 143, 82, 2, '1998-08-29 15:28:46', '2003-10-10 11:20:37');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1901, 183, 120, 3, '2007-02-27 22:39:39', '1970-08-23 03:37:51');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1902, 194, 212, 2, '2011-08-08 00:16:23', '1985-01-11 16:24:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1903, 48, 56, 1, '2019-11-14 21:17:51', '2015-06-03 17:32:52');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1904, 28, 212, 3, '1991-12-16 01:20:59', '2013-02-25 10:30:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1905, 178, 251, 2, '1976-03-22 07:07:55', '1984-10-11 13:09:11');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1906, 191, 276, 1, '2017-03-24 16:05:02', '1977-10-05 22:27:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1907, 157, 225, 3, '1973-03-02 14:14:02', '2001-12-24 14:42:20');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1908, 188, 186, 3, '1993-01-14 19:04:15', '1988-12-04 17:31:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1909, 96, 154, 2, '2011-02-01 03:03:17', '2011-04-26 03:57:55');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1910, 122, 69, 1, '2005-04-26 16:04:54', '2003-03-08 09:59:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1911, 38, 56, 3, '1985-10-30 02:58:23', '1973-11-25 04:49:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1912, 91, 168, 3, '2015-10-06 09:46:08', '2002-11-21 19:09:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1913, 138, 268, 1, '2013-10-30 12:21:00', '1975-10-09 21:40:53');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1914, 292, 260, 1, '1991-05-13 06:03:55', '2015-04-14 02:58:58');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1915, 136, 204, 2, '1984-10-15 05:18:07', '1993-08-01 16:28:07');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1916, 165, 25, 3, '1979-09-07 09:58:06', '1971-03-23 23:02:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1917, 135, 80, 1, '1995-09-18 16:35:22', '1976-03-28 07:18:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1918, 234, 266, 2, '1990-01-21 03:24:03', '2014-11-08 01:51:18');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1919, 131, 91, 3, '1975-08-29 10:25:26', '2014-07-08 15:10:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1920, 131, 196, 2, '1971-11-21 17:14:31', '2015-04-09 11:57:53');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1921, 215, 274, 3, '1982-04-13 05:31:59', '2011-05-04 14:55:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1922, 291, 160, 2, '2014-12-19 08:42:01', '2016-10-06 09:51:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1923, 58, 6, 3, '1980-08-14 16:10:47', '1996-07-06 04:12:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1924, 150, 241, 1, '1997-02-28 11:44:29', '2000-01-22 01:13:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1925, 257, 177, 1, '1985-01-06 20:16:25', '2010-04-10 07:50:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1926, 192, 226, 3, '2012-03-17 19:49:27', '2017-08-07 01:57:14');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1927, 90, 178, 2, '2018-03-28 16:38:04', '1974-07-26 22:56:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1928, 208, 271, 1, '1988-09-23 11:04:25', '2011-12-19 04:56:16');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1929, 216, 230, 3, '1973-12-21 07:28:36', '2011-10-11 09:36:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1930, 200, 247, 2, '2011-08-01 18:48:23', '1971-05-18 01:48:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1931, 113, 44, 1, '2002-04-18 04:58:19', '2018-07-29 12:22:42');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1932, 10, 43, 3, '1998-04-08 15:13:29', '1994-11-18 08:27:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1933, 79, 26, 2, '1984-08-14 00:27:47', '1993-08-22 15:02:01');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1934, 278, 125, 2, '2001-08-13 17:55:55', '1985-12-04 20:13:34');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1935, 128, 99, 3, '1977-06-27 03:25:26', '1993-04-25 16:19:44');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1936, 186, 284, 1, '1992-07-21 10:22:04', '2004-01-08 09:26:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1937, 151, 206, 3, '1988-10-07 06:26:27', '2016-02-09 15:15:31');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1938, 285, 197, 2, '1991-10-23 23:43:35', '2009-07-07 17:21:33');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1939, 185, 73, 3, '1999-01-04 21:29:01', '1988-08-25 10:15:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1940, 136, 290, 2, '1973-10-28 17:04:52', '2015-02-28 13:30:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1941, 261, 299, 1, '2015-08-04 22:48:08', '1988-06-18 14:55:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1942, 93, 192, 3, '2001-12-29 09:47:35', '2017-05-10 12:46:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1943, 262, 122, 2, '2012-12-07 21:04:47', '1982-03-04 18:38:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1944, 62, 178, 2, '2015-05-15 00:46:42', '2017-10-19 22:53:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1945, 176, 51, 1, '2000-07-15 12:24:06', '1992-06-16 19:42:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1946, 297, 282, 2, '1980-05-17 03:31:37', '1975-09-14 14:29:31');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1947, 92, 178, 2, '2015-06-30 13:57:01', '2019-08-30 13:22:20');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1948, 271, 300, 3, '1988-12-13 04:31:28', '1994-07-18 11:46:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1949, 34, 146, 1, '1982-09-29 19:55:36', '1970-01-04 21:40:55');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1950, 221, 27, 1, '1984-05-19 11:40:50', '1992-05-31 05:06:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1951, 119, 110, 3, '1980-05-11 21:08:03', '1975-03-21 10:28:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1952, 161, 126, 3, '2002-10-13 16:44:52', '2012-08-14 22:49:40');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1953, 139, 230, 1, '1990-07-03 04:21:17', '1977-06-29 17:30:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1954, 295, 176, 3, '2015-02-20 09:37:37', '2010-05-23 19:04:59');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1955, 281, 15, 2, '2016-12-14 17:00:19', '2003-06-16 19:50:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1956, 205, 13, 2, '1974-12-20 19:10:41', '2018-08-11 02:47:52');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1957, 281, 295, 2, '1973-11-27 08:58:29', '1981-03-25 00:39:33');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1958, 100, 200, 1, '1984-12-21 05:09:40', '1971-08-14 11:34:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1959, 293, 121, 1, '1980-03-17 15:31:16', '1980-03-23 07:33:34');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1960, 142, 117, 2, '2007-07-05 06:49:37', '2012-01-13 08:00:58');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1961, 167, 254, 2, '1984-04-20 16:55:45', '1991-05-01 18:22:43');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1962, 232, 86, 1, '1973-01-23 19:24:27', '1975-09-03 16:04:44');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1963, 28, 297, 3, '1990-07-28 01:55:11', '2014-10-20 07:12:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1964, 267, 98, 1, '2007-05-10 22:39:19', '2017-09-26 01:08:59');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1965, 290, 171, 1, '2000-03-17 01:11:46', '1970-09-03 09:34:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1966, 84, 109, 1, '2017-12-14 13:42:03', '1993-06-11 10:37:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1967, 119, 261, 1, '1998-09-01 19:22:13', '1982-09-09 05:18:17');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1968, 144, 69, 2, '1979-04-25 04:35:32', '2013-01-23 01:22:24');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1969, 20, 213, 3, '1977-07-08 16:05:53', '1979-11-26 05:47:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1970, 73, 136, 1, '2011-12-20 08:18:44', '2018-08-05 13:05:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1971, 87, 141, 3, '2015-01-31 02:46:08', '2005-04-24 23:44:20');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1972, 75, 80, 3, '1993-07-02 08:20:26', '1994-11-19 09:20:27');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1973, 268, 123, 2, '1973-11-14 21:19:04', '1979-03-02 21:36:32');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1974, 165, 54, 3, '2016-01-03 14:29:51', '2012-06-16 16:21:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1975, 145, 155, 2, '1971-09-18 13:01:04', '1977-03-31 12:54:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1976, 127, 238, 3, '1970-10-16 19:06:00', '1982-12-15 19:24:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1977, 26, 193, 2, '1984-12-19 22:26:34', '1981-02-12 13:25:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1978, 238, 176, 1, '1976-06-30 13:28:10', '2005-03-14 07:43:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1979, 95, 3, 2, '2006-03-27 12:31:05', '1972-04-10 04:01:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1980, 152, 219, 1, '1997-07-30 04:53:26', '2000-12-11 07:37:21');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1981, 256, 190, 2, '1971-01-06 07:10:15', '2014-11-09 05:10:40');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1982, 114, 299, 2, '2011-09-05 21:36:03', '1990-08-17 11:08:15');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1983, 123, 238, 1, '2009-08-21 18:49:01', '2004-05-29 14:14:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1984, 270, 103, 2, '2000-03-09 06:23:45', '2014-10-12 04:17:07');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1985, 134, 280, 2, '2018-03-10 21:29:21', '1974-04-30 10:57:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1986, 51, 168, 3, '1977-06-18 15:18:25', '1979-12-02 20:17:59');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1987, 6, 65, 1, '1971-04-13 01:53:57', '2007-01-03 06:00:14');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1988, 282, 167, 3, '2010-09-18 08:24:47', '1994-04-10 14:08:50');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1989, 209, 286, 1, '2020-01-26 16:32:23', '1983-02-02 20:32:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1990, 60, 96, 3, '2010-10-14 17:47:10', '1970-04-09 00:57:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1991, 99, 1, 3, '2015-01-27 04:34:12', '2015-07-18 23:12:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1992, 39, 28, 1, '1980-01-01 04:48:13', '1980-07-16 21:44:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1993, 134, 240, 1, '2014-10-08 10:56:26', '1987-02-10 04:36:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1994, 189, 245, 3, '2020-01-14 17:25:18', '2011-02-01 00:03:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1995, 234, 85, 1, '2019-06-15 14:57:39', '1978-08-21 23:57:24');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1996, 180, 36, 2, '2019-09-12 01:25:05', '2011-08-03 21:53:38');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1997, 44, 30, 3, '1992-03-04 15:08:54', '2003-06-08 11:20:07');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1998, 23, 126, 1, '2019-11-07 13:02:41', '2008-04-15 05:33:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (1999, 65, 165, 3, '2005-06-24 13:10:16', '2004-05-30 04:29:03');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2000, 295, 144, 2, '1974-08-04 13:26:37', '2007-01-07 22:26:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2001, 82, 87, 2, '1975-12-26 14:12:09', '2004-05-09 23:13:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2002, 63, 137, 2, '1990-09-14 12:58:22', '1980-01-19 16:18:23');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2003, 48, 82, 2, '2010-01-10 20:19:56', '1996-03-02 04:20:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2004, 56, 125, 2, '1984-10-12 02:07:31', '1990-04-11 09:40:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2005, 153, 280, 1, '2002-03-11 09:07:24', '1985-10-09 07:25:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2006, 46, 45, 3, '1986-05-07 19:07:09', '1985-01-21 12:22:33');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2007, 178, 190, 2, '2000-02-22 21:46:35', '2004-04-12 12:58:01');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2008, 231, 10, 3, '1972-11-12 01:52:50', '1996-10-17 13:26:11');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2009, 66, 130, 1, '2004-08-31 08:45:15', '2017-12-24 03:36:19');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2010, 280, 235, 3, '1978-05-27 07:46:40', '2009-07-28 08:22:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2011, 172, 289, 3, '1987-10-03 13:19:32', '1995-05-02 00:24:43');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2012, 296, 144, 3, '2013-06-25 05:14:44', '1970-02-16 17:07:24');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2013, 42, 268, 1, '1998-11-05 12:48:03', '2018-11-15 09:20:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2014, 226, 149, 2, '1993-10-04 20:52:52', '2010-01-08 00:37:50');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2015, 72, 299, 2, '1984-05-05 08:33:27', '1983-12-26 09:41:14');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2016, 223, 181, 1, '1975-08-24 21:08:03', '2008-01-04 17:25:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2017, 11, 94, 3, '1987-06-11 17:01:10', '1989-09-11 20:42:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2018, 73, 235, 3, '2007-08-27 23:44:49', '1981-12-19 04:33:15');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2019, 58, 38, 2, '2009-08-05 02:49:56', '1982-01-26 18:12:59');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2020, 132, 200, 2, '2018-08-27 07:56:28', '1976-09-23 21:54:19');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2021, 125, 274, 2, '1997-10-17 19:00:38', '1981-07-29 09:58:18');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2022, 254, 55, 2, '1979-08-20 11:08:42', '1971-03-30 02:24:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2023, 35, 83, 1, '1980-09-19 04:40:18', '2014-11-28 19:37:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2024, 59, 249, 1, '2006-12-08 12:30:41', '1980-07-25 22:26:18');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2025, 249, 240, 1, '1990-01-17 23:13:06', '2015-11-11 17:59:14');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2026, 56, 81, 1, '1980-12-13 14:38:58', '2004-10-24 11:58:40');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2027, 267, 73, 1, '2019-04-07 10:38:09', '2009-12-07 18:33:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (2028, 172, 25, 3, '2000-11-28 02:41:34', '1979-05-07 05:42:51');
